iter	RMSE
261	4.452986481
262	4.420479875
263	4.391848174
264	4.363563744
265	4.338822603
266	4.308460634
267	4.291301876
268	4.266661477
269	4.23954148
270	4.215449733
271	4.188795941
272	4.161311789
273	4.136151913
274	4.113175711
275	4.090466035
276	4.064349575
277	4.038927817
278	4.016844314
279	3.995018342
280	3.969508729
281	3.948126482
282	3.922816546
283	3.9018272
284	3.881084401
285	3.860585776
286	3.837050818
287	3.817000932
288	3.793962624
289	3.771210492
290	3.747277812
291	3.724932767
292	3.702292029
293	3.683326544
294	3.660975584
295	3.637589664
296	3.614638065
297	3.596263071
298	3.575047983
299	3.554098115
300	3.533410424
301	3.515812059
302	3.488792729
303	3.466826458
304	3.445842495
305	3.425922627
306	3.406252984
307	3.384858514
308	3.36554511
309	3.344457156
310	3.323564821
311	3.304707878
312	3.284114979
313	3.265600178
314	3.247318991
315	3.229268705
316	3.211446636
317	3.191454621
318	3.171648209
319	3.152025817
320	3.132585874
321	3.114827992
322	3.097692227
323	3.078665169
324	3.061256276
325	3.043994846
326	3.026879709
327	3.008423976
328	2.99158301
329	2.974461678
330	2.957872889
331	2.941425017
332	2.925116949
333	2.90888002
334	2.892849664
335	2.875344409
336	2.859606548
337	2.843732757
338	2.828252303
339	2.81296948
340	2.797342517
341	2.781847911
342	2.765915295
343	2.750981791
344	2.736239454
345	2.721686023
346	2.707319258
347	2.693136944
348	2.67913689
349	2.665316925
350	2.651674903
351	2.636216554
352	2.622790796
353	2.609538272
354	2.594941277
355	2.579812321
356	2.566819758
357	2.553995262
358	2.541336813
359	2.528842413
360	2.516510086
361	2.504337873
362	2.492323838
363	2.480466065
364	2.468762659
365	2.457211743
366	2.445811461
367	2.434559976
368	2.42345547
369	2.412496146
370	2.401680224
371	2.387227543
372	2.373884511
373	2.360667431
374	2.350128239
375	2.335629625
376	2.322696727
377	2.309886359
378	2.297197471
379	2.287000633
380	2.273032257
381	2.260617187
382	2.248320298
383	2.236140575
384	2.224077012
385	2.211207637
386	2.198471261
387	2.186724023
388	2.173682248
389	2.162146608
390	2.150721937
391	2.139407276
392	2.128201678
393	2.117104199
394	2.107705973
395	2.09586239
396	2.084142813
397	2.073381706
398	2.061876889
399	2.05131149
400	2.040018037
401	2.028843609
402	2.018559828
403	2.007591499
404	1.997495924
405	1.98673043
406	1.976820107
407	1.968933976
408	1.959188491
409	1.947373668
410	1.937025952
411	1.929389377
412	1.921813344
413	1.911710713
414	1.900834401
415	1.893434718
416	1.886093941
417	1.878811698
418	1.871587623
419	1.864421347
420	1.855492935
421	1.848445922
422	1.838000042
423	1.827641438
424	1.818962701
425	1.810371954
426	1.799573212
427	1.788864164
428	1.778244087
429	1.767712267
430	1.757267995
431	1.746910568
432	1.736247713
433	1.726054312
434	1.715560687
435	1.705528773
436	1.695580387
437	1.685328839
438	1.675165872
439	1.6654495
440	1.655814125
441	1.645885832
442	1.636043463
443	1.626632997
444	1.617301084
445	1.607686242
446	1.598154757
447	1.587454341
448	1.578069346
449	1.567536965
450	1.558633495
451	1.54945997
452	1.539161704
453	1.528964182
454	1.519991282
455	1.50995302
456	1.500012789
457	1.491235159
458	1.481449744
459	1.472805519
460	1.463172224
461	1.454659166
462	1.445175345
463	1.436791257
464	1.427454318
465	1.419197047
466	1.410004446
467	1.400901164
468	1.392821086
469	1.383858159
470	1.375899687
471	1.367074699
472	1.359235824
473	1.350546406
474	1.342825156
475	1.334268985
476	1.325795636
477	1.318238191
478	1.309894444
479	1.302449858
480	1.294233508
481	1.28689994
482	1.278808821
483	1.271584464
484	1.263616452
485	1.255725307
486	1.248652516
487	1.240881143
488	1.233913201
489	1.226259581
490	1.2193948
491	1.211856954
492	1.205093676
493	1.197669662
494	1.190317054
495	1.183694144
496	1.176452312
497	1.169926909
498	1.162794007
499	1.15636456
500	1.149338775
501	1.142380427
502	1.136083292
503	1.130007799
504	1.123175616
505	1.11699477
506	1.111049132
507	1.104340694
508	1.098498819
509	1.092455332
510	1.085868295
511	1.08015126
512	1.073648003
513	1.067751158
514	1.062156281
515	1.055770491
516	1.049982189
517	1.044506814
518	1.038236255
519	1.032856236
520	1.026665191
521	1.021038473
522	1.015773385
523	1.009693881
524	1.004170473
525	0.9990178222
526	0.9930477461
527	0.9876256984
528	0.9825830433
529	0.9767203264
530	0.9717653178
531	0.9659766779
532	0.9607053211
533	0.9558561124
534	0.9501714187
535	0.9449965703
536	0.9402508677
537	0.9346681653
538	0.93000484
539	0.9244924858
540	0.9194609705
541	0.9132072373
542	0.9078038101
543	0.9031180133
544	0.897800097
545	0.8917228385
546	0.887133078
547	0.8819249932
548	0.8759935634
549	0.8714976261
550	0.8663969171
551	0.8606075974
552	0.8562033247
553	0.8512075967
554	0.8466228394
555	0.8410027998
556	0.8361047899
557	0.8318523156
558	0.8263665985
559	0.8215690048
560	0.8174027173
561	0.81268077
562	0.8073485107
563	0.8032664902
564	0.7986412193
565	0.793435895
566	0.7894362136
567	0.7849054839
568	0.7807223317
569	0.775668426
570	0.7712254332
571	0.7673623282
572	0.7628978213
573	0.7580087697
574	0.7536691328
575	0.749326351
576	0.7445792309
577	0.7408390224
578	0.7366157482
579	0.7320036475
580	0.7283249213
581	0.7242176983
582	0.719736533
583	0.7155867181
584	0.7114408452
585	0.7074896894
586	0.7035697746
587	0.6996808526
588	0.6958226782
589	0.6919950082
590	0.6875413959
591	0.6837719528
592	0.6793645279
593	0.6750124723
594	0.67067745
595	0.6663818573
596	0.6627457759
597	0.6585141494
598	0.6549314982
599	0.6507674334
600	0.6466295057
601	0.6425291839
602	0.6384661162
603	0.6350093908
604	0.631579943
605	0.6276005356
606	0.6242212628
607	0.6202901626
608	0.6171102955
609	0.6139593472
610	0.6110106464
611	0.60836162
612	0.6052707707
613	0.6023898583
614	0.599805131
615	0.596773129
616	0.5937686776
617	0.5909679817
618	0.5880999008
619	0.5847501583
620	0.5814585154
621	0.5789989073
622	0.575780097
623	0.5733655004
624	0.5706969947
625	0.5683260486
626	0.5652096312
627	0.5628821949
628	0.5602916491
629	0.5572599214
630	0.5549891931
631	0.5524603002
632	0.5502306973
633	0.5474747498
634	0.5447440973
635	0.5422857479
636	0.5393901986
637	0.5365457381
638	0.5337514816
639	0.5316317554
640	0.5295378285
641	0.5271791116
642	0.5244746696
643	0.5224318076
644	0.520129004
645	0.5174989426
646	0.5151758689
647	0.5128838249
648	0.5106224575
649	0.5078020099
650	0.5050171229
651	0.5022673704
652	0.4995523315
653	0.49687159
654	0.4947045231
655	0.4920700338
656	0.4894688425
657	0.4873552043
658	0.4852699816
659	0.4832128476
660	0.4811834782
661	0.479181552
662	0.4772067505
663	0.4752587577
664	0.4733372605
665	0.4714478432
666	0.4695793386
667	0.4671268741
668	0.4652554326
669	0.4634253735
670	0.4616155988
671	0.4598259001
672	0.4580560712
673	0.4563059079
674	0.4533783506
675	0.4504770295
676	0.4476017008
677	0.444603982
678	0.4417764506
679	0.4389742334
680	0.4360480953
681	0.4337861428
682	0.431552756
683	0.4293475964
684	0.4271703295
685	0.4247048165
686	0.4222687947
687	0.4198619335
688	0.4174839056
689	0.4149594747
690	0.4128567037
691	0.4105421309
692	0.4091314926
693	0.4066836416
694	0.404433794
695	0.4030642863
696	0.4010142822
697	0.3986409172
698	0.3972996055
699	0.3952830525
700	0.3926252181
701	0.3913111607
702	0.3893251332
703	0.3872790525
704	0.3858222686
705	0.3843865753
706	0.3829716107
707	0.3815770207
708	0.3802024583
709	0.3788475842
710	0.3775120658
711	0.3761955778
712	0.3748978014
713	0.3736184243
714	0.372357141
715	0.371113652
716	0.369887664
717	0.3686788896
718	0.3675621819
719	0.3664602636
720	0.3645670981
721	0.363480063
722	0.3616105784
723	0.3605382429
724	0.3594801749
725	0.3576343136
726	0.3565905939
727	0.3547677929
728	0.3537382442
729	0.3519382125
730	0.3509226597
731	0.3491451108
732	0.348143381
733	0.3467188721
734	0.3457341005
735	0.3439865934
736	0.3425929583
737	0.3416250644
738	0.3402474243
739	0.3392926917
740	0.3383508325
741	0.3366444903
742	0.335297751
743	0.3343689087
744	0.3334526344
745	0.3317789994
746	0.3308753241
747	0.3295588861
748	0.328667553
749	0.3270259825
750	0.3261469462
751	0.324860047
752	0.3235020394
753	0.3224148607
754	0.3210788231
755	0.3200084528
756	0.3186940166
757	0.3173981678
758	0.3166242497
759	0.3158597193
760	0.3145895609
761	0.3138282614
762	0.3122564026
763	0.311505374
764	0.3099539967
765	0.3084218772
766	0.3069087973
767	0.305414541
768	0.3046764147
769	0.3034833272
770	0.3023070744
771	0.3010931256
772	0.2998964778
773	0.2987168765
774	0.2979930705
775	0.2965461876
776	0.2951174033
777	0.2944041037
778	0.2929940291
779	0.291601607
780	0.2908352921
781	0.2894603596
782	0.2887046408
783	0.287601327
784	0.2868586699
785	0.2855069901
786	0.2844278189
787	0.2833136875
788	0.2822155784
789	0.2808592628
790	0.2795823615
791	0.2783212057
792	0.2770756115
793	0.275845397
794	0.2746303822
795	0.2728403788
796	0.2710688011
797	0.269315464
798	0.2675801842
799	0.2658627805
800	0.2641630737
801	0.2624808863
802	0.2616338505
803	0.2607975456
804	0.2591407673
805	0.258319042
806	0.2575077521
807	0.2567067757
808	0.2550787353
809	0.2545342109
810	0.2529262367
811	0.2513567987
812	0.2498141747
813	0.2486870966
814	0.2480537446
815	0.2464960318
816	0.2453906713
817	0.2447698928
818	0.2432392293
819	0.242155204
820	0.240655023
821	0.2400987774
822	0.2386150836
823	0.2371440048
824	0.236091583
825	0.2346386674
826	0.2336052072
827	0.2321701743
828	0.2310399911
829	0.2296238815
830	0.2290095589
831	0.227608368
832	0.2262189885
833	0.2248413016
834	0.2237536536
835	0.222394034
836	0.2218011664
837	0.2204557149
838	0.2191215237
839	0.2177984814
840	0.2164864778
841	0.2154459001
842	0.2141509983
843	0.2135810636
844	0.2122994876
845	0.211028549
846	0.2097681442
847	0.2087665442
848	0.2075224828
849	0.2069717123
850	0.2057403275
851	0.2045190988
852	0.2033079288
853	0.2021067213
854	0.2011482192
855	0.1999624989
856	0.1994321991
857	0.1982584257
858	0.1970942636
859	0.1959396221
860	0.1947944118
861	0.1938770108
862	0.1927464852
863	0.1922354887
864	0.1911162347
865	0.1900060848
866	0.1889049548
867	0.1878127614
868	0.1869345573
869	0.1858562956
870	0.1849979549
871	0.1839333849
872	0.1834404045
873	0.1823863604
874	0.1813408324
875	0.1803037433
876	0.1792750167
877	0.1784531692
878	0.1774494861
879	0.1769751181
880	0.1759674296
881	0.1749678493
882	0.1739763048
883	0.1729927241
884	0.1721539746
885	0.1711887176
886	0.1702315315
887	0.1692823463
888	0.1684657155
889	0.1675268495
890	0.1665958373
891	0.1656726108
892	0.1649202055
893	0.1640089242
894	0.1632201999
895	0.1623188214
896	0.1614249798
897	0.1605386101
898	0.1598193464
899	0.1590552929
900	0.1581825471
901	0.1571043282
902	0.156246351
903	0.1553955431
904	0.1547908424
905	0.1539498599
906	0.1533567764
907	0.1525254761
908	0.1517929702
909	0.1507642108
910	0.1499186518
911	0.1490799007
912	0.1480730311
913	0.1474281568
914	0.1466052288
915	0.1459040322
916	0.1451163603
917	0.1443083309
918	0.143336008
919	0.1427917385
920	0.142024585
921	0.1413474827
922	0.1405624566
923	0.139617219
924	0.1388436399
925	0.1380762692
926	0.1375571164
927	0.1366349196
928	0.1358817292
929	0.1352355017
930	0.1343297931
931	0.1335906522
932	0.1328777757
933	0.1323162445
934	0.1316123737
935	0.1311253007
936	0.1304065561
937	0.1297886629
938	0.1289227475
939	0.1282173831
940	0.127365196
941	0.126670063
942	0.1261461171
943	0.1252481552
944	0.1246543863
945	0.1237666446
946	0.1230932701
947	0.122219998
948	0.121641145
949	0.1207778062
950	0.1201227732
951	0.1193270786
952	0.118763579
953	0.1179216844
954	0.1170885792
955	0.116455513
956	0.1159061196
957	0.1150873363
958	0.1144666407
959	0.1136611711
960	0.1130422389
961	0.1124341303
962	0.1118307986
963	0.1112322045
964	0.1106325507
965	0.1099035974
966	0.1091823493
967	0.1087871693
968	0.1082174402
969	0.1076525202
970	0.1072650234
971	0.1067054217
972	0.1061505411
973	0.1057705494
974	0.1052208706
975	0.1046758269
976	0.1041353792
977	0.1037632116
978	0.1032278058
979	0.102696913
980	0.1022811131
981	0.1017568622
982	0.1013958388
983	0.1008764479
984	0.1003614299
985	0.1000072883
986	0.09949702504
987	0.09899105643
988	0.09864360897
989	0.09804056299
990	0.09735989751
991	0.09683851618
992	0.09649915106
993	0.09600936524
994	0.09542467241
995	0.09476480137
996	0.09428604322
997	0.09395698182
998	0.09345399527
999	0.09288709344
